customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment
LP-17095,10,7,3653.4,4,3,3,433,Champions
LR-16915,27,6,5142.89,4,2,4,424,Loyal Customers
LR-17035,133,5,1879.29,2,2,2,222,Lost / Inactive
LS-16945,179,6,2845.27,2,2,3,223,Lost / Inactive
LS-16975,21,9,2988.65,4,4,3,443,Champions
LS-17200,97,6,1010.25,2,2,1,221,Lost / Inactive
LS-17230,778,3,368.88,1,1,1,111,Lost / Inactive
LS-17245,35,6,1008.14,3,2,1,321,Loyal Customers
LT-16765,27,3,329.87,4,1,1,411,Recent Customers
LT-17110,35,8,2936.25,3,4,3,343,Champions
LW-16825,89,5,2238.05,2,2,2,222,Lost / Inactive
LW-16990,34,6,3230.3,3,2,3,323,Loyal Customers
LW-17125,206,3,1259.04,1,1,2,112,Lost / Inactive
LW-17215,22,7,5420.52,4,3,4,434,Champions
MA-17560,65,11,4299.16,3,4,4,344,Champions
MA-17995,187,6,2453.29,1,2,3,123,Cant Lose Them
MB-17305,49,10,1548.71,3,4,2,342,Loyal Customers
MB-18085,45,7,1428.24,3,3,2,332,Loyal Customers
MC-17275,77,8,2725.98,2,4,3,243,At Risk
MC-17425,400,5,4432.14,1,2,4,124,Cant Lose Them
MC-17575,28,8,1303.89,4,4,2,442,Loyal Customers
MC-17590,52,6,2426.06,3,3,3,333,Champions
MC-17605,113,8,2258.2,2,4,3,243,At Risk
MC-17635,190,4,795.15,1,1,1,111,Lost / Inactive
MC-17845,2,7,3805.71,4,3,4,434,Champions
MC-18100,42,10,2218.99,3,4,2,342,Loyal Customers
MC-18130,370,5,1581.99,1,2,2,122,Lost / Inactive
MD-17350,118,7,3766.4,2,3,3,233,At Risk
MD-17860,37,5,1204.91,3,2,2,322,Loyal Customers
ME-17320,43,10,10663.73,3,4,4,344,Champions
ME-17725,29,8,1908.45,4,4,2,442,Loyal Customers
ME-18010,93,4,1256.95,2,1,2,212,Lost / Inactive
MF-17665,422,5,937.04,1,2,1,121,Lost / Inactive
MF-18250,8,5,1758.3,4,2,2,422,Loyal Customers
MG-17650,30,7,3785.28,4,3,3,433,Champions
MG-17680,93,4,2350.2,2,1,3,213,Lost / Inactive
MG-17695,556,3,1342.29,1,1,2,112,Lost / Inactive
MG-17875,117,5,1242.83,2,2,2,222,Lost / Inactive
MG-17890,100,9,776.39,2,4,1,241,At Risk
MG-18145,85,4,3061.54,2,1,3,213,Lost / Inactive
MG-18205,265,1,16.74,1,1,1,111,Lost / Inactive
MH-17290,120,6,2394.01,2,3,3,233,At Risk
MH-17440,377,4,400.02,1,1,1,111,Lost / Inactive
MH-17455,86,8,2456.18,2,4,3,243,At Risk
MH-17620,156,4,1252.8,2,1,2,212,Lost / Inactive
MH-17785,99,7,2203.78,2,3,2,232,At Risk
MH-18025,50,5,2984.95,3,2,3,323,Loyal Customers
MH-18115,6,9,5503.09,4,4,4,444,Champions
MJ-17740,23,7,6320.75,4,3,4,434,Champions
MK-17905,29,8,2302.36,4,4,3,443,Champions
MK-18160,241,4,1031.6,1,1,1,111,Lost / Inactive
ML-17395,70,9,2722.84,3,4,3,343,Champions
ML-17410,55,6,2921.51,3,3,3,333,Champions
ML-17755,30,7,2071.91,4,3,2,432,Loyal Customers
ML-18040,80,3,742.08,2,1,1,211,Lost / Inactive
ML-18265,101,2,162.23,2,1,1,211,Lost / Inactive
MM-17260,169,4,1314.02,2,1,2,212,Lost / Inactive
MM-17920,8,11,3794.07,4,4,4,444,Champions
MM-18055,62,8,2749.86,3,4,3,343,Champions
MM-18280,86,9,775.41,2,4,1,241,At Risk
MN-17935,35,6,2477.94,3,3,3,333,Champions
MO-17500,73,4,922.49,3,1,1,311,Recent Customers
MO-17800,105,8,1687.02,2,4,2,242,At Risk
MO-17950,181,2,154.29,2,1,1,211,Lost / Inactive
MP-17470,720,7,3206.12,1,3,3,133,At Risk
MP-17965,73,9,3983.65,3,4,4,344,Champions
MP-18175,17,9,5087.93,4,4,4,444,Champions
MR-17545,126,4,639.18,2,1,1,211,Lost / Inactive
MS-17365,274,10,7443.68,1,4,4,144,At Risk
MS-17530,435,4,475.66,1,1,1,111,Lost / Inactive
MS-17710,414,6,1613.39,1,3,2,132,At Risk
MS-17770,122,9,3144.67,2,4,3,243,At Risk
MS-17830,453,4,370.34,1,1,1,111,Lost / Inactive
MS-17980,27,6,855.12,4,3,1,431,Loyal Customers
MT-17815,50,6,2890.14,3,3,3,333,Champions
MT-18070,204,4,1319.43,1,1,2,112,Lost / Inactive
MV-17485,28,9,1560.03,4,4,2,442,Loyal Customers
MV-18190,20,7,1734.58,4,3,2,432,Loyal Customers
MW-18220,18,7,5341.9,4,3,4,434,Champions
MW-18235,45,2,5253.88,3,1,4,314,Recent Customers
MY-17380,30,7,2254.29,4,3,2,432,Loyal Customers
MY-18295,72,11,4152.7,3,4,4,344,Champions
MZ-17335,31,4,593.61,4,1,1,411,Recent Customers
MZ-17515,283,6,2564.89,1,3,3,133,At Risk
NB-18580,1166,2,273.87,1,1,1,111,Lost / Inactive
NB-18655,20,9,1972.61,4,4,2,442,Loyal Customers
NC-18340,225,5,2461.41,1,2,3,123,Cant Lose Them
NC-18415,42,6,2218.99,3,3,2,332,Loyal Customers
NC-18535,7,7,8241.73,4,3,4,434,Champions
NC-18625,205,5,1821.75,1,2,2,122,Lost / Inactive
ND-18370,28,9,4326.14,4,4,4,444,Champions
ND-18460,184,6,2893.46,2,3,3,233,At Risk
NF-18385,80,7,8322.82,2,3,4,234,At Risk
NF-18475,526,4,377.17,1,1,1,111,Lost / Inactive
NF-18595,115,7,2031.48,2,3,2,232,At Risk
NG-18355,49,5,1869.57,3,2,2,322,Loyal Customers
NG-18430,49,5,1395.94,3,2,2,322,Loyal Customers
NH-18610,190,7,2673.29,1,3,3,133,At Risk
NK-18490,71,7,572.05,3,3,1,331,Loyal Customers
NL-18310,59,4,1418.08,3,1,2,312,Recent Customers
NM-18445,161,7,6459.34,2,3,4,234,At Risk
NM-18520,245,10,2161.98,1,4,2,142,At Risk
NP-18325,26,6,5529.62,4,3,4,434,Champions
NP-18670,59,5,3908.4,3,2,4,324,Loyal Customers
NP-18685,407,6,1228.7,1,3,2,132,At Risk
NP-18700,139,7,7903.18,2,3,4,234,At Risk
NR-18550,211,5,2367.27,1,2,3,123,Cant Lose Them
NS-18505,7,4,2575.87,4,1,3,413,Recent Customers
NS-18640,175,13,2964.82,2,4,3,243,At Risk
NW-18400,173,7,7234.02,2,3,4,234,At Risk
NZ-18565,86,9,2488.33,2,4,3,243,At Risk
ON-18715,411,9,1567.52,1,4,2,142,At Risk
OT-18730,66,5,3818.62,3,2,4,324,Loyal Customers
PA-19060,104,6,729.41,2,3,1,231,At Risk
PB-18805,26,3,740.36,4,1,1,411,Recent Customers
PB-19105,58,4,688.33,3,1,1,311,Recent Customers
PB-19150,98,8,1456.95,2,4,2,242,At Risk
PB-19210,689,2,132.74,1,1,1,111,Lost / Inactive
PC-18745,3,4,1832.07,4,1,2,412,Recent Customers
PC-19000,883,2,1061.49,1,1,1,111,Lost / Inactive
PF-19120,836,4,9062.86,1,1,4,114,Cant Lose Them
PF-19165,197,6,2770.0,1,3,3,133,At Risk
PF-19225,115,5,2206.12,2,2,2,222,Lost / Inactive
PG-18820,37,13,3086.89,3,4,3,343,Champions
PG-18895,58,9,1987.15,3,4,2,342,Loyal Customers
PH-18790,71,1,729.65,3,1,1,311,Recent Customers
PJ-18835,40,8,1220.1,3,4,2,342,Loyal Customers
PJ-19015,135,7,1824.23,2,3,2,232,At Risk
PK-18910,484,2,1441.15,1,1,2,112,Lost / Inactive
PK-19075,10,12,8646.93,4,4,4,444,Champions
PL-18925,16,5,239.49,4,2,1,421,Loyal Customers
PM-18940,387,3,1405.4,1,1,2,112,Lost / Inactive
PM-19135,52,4,4115.66,3,1,4,314,Recent Customers
PN-18775,31,8,1467.16,4,4,2,442,Loyal Customers
PO-18850,5,11,7473.83,4,4,4,444,Champions
PO-18865,1,7,2493.22,4,3,3,433,Champions
PO-19180,161,9,4893.05,2,4,4,244,At Risk
PO-19195,87,5,1056.85,2,2,1,221,Lost / Inactive
PP-18955,98,10,7252.61,2,4,4,244,At Risk
PR-18880,37,5,1840.18,3,2,2,322,Loyal Customers
PS-18760,108,6,2181.47,2,3,2,232,At Risk
PS-18970,70,8,1278.65,3,4,2,342,Loyal Customers
PS-19045,237,7,6843.63,1,3,4,134,At Risk
PT-19090,72,4,160.58,3,1,1,311,Recent Customers
PV-18985,90,5,2876.05,2,2,3,223,Lost / Inactive
PW-19030,47,10,3454.91,3,4,3,343,Champions
PW-19240,465,7,3922.41,1,3,4,134,At Risk
QJ-19255,26,9,6108.34,4,4,4,444,Champions
RA-19285,6,9,2617.89,4,4,3,443,Champions
RA-19885,44,7,3832.32,3,3,4,334,Champions
RA-19915,13,9,4793.53,4,4,4,444,Champions
RA-19945,62,5,1686.93,3,2,2,322,Loyal Customers
RB-19330,69,2,1008.2,3,1,1,311,Recent Customers
RB-19360,97,6,15117.35,2,3,4,234,At Risk
RB-19435,20,8,2663.07,4,4,3,443,Champions
RB-19465,10,12,4715.47,4,4,4,444,Champions
RB-19570,26,5,528.53,4,2,1,421,Loyal Customers
RB-19645,649,5,221.09,1,2,1,121,Lost / Inactive
RB-19705,55,4,2067.45,3,1,2,312,Recent Customers
RB-19795,33,8,5633.31,3,4,4,344,Champions
RC-19825,370,6,966.41,1,3,1,131,At Risk
RC-19960,111,6,885.75,2,3,1,231,At Risk
RD-19480,73,8,4272.94,3,4,4,344,Champions
RD-19585,181,10,2912.9,2,4,3,243,At Risk
RD-19660,115,5,2786.63,2,2,3,223,Lost / Inactive
RD-19720,22,10,1419.74,4,4,2,442,Loyal Customers
RD-19810,15,8,1137.61,4,4,1,441,Loyal Customers
RD-19900,115,9,3133.92,2,4,3,243,At Risk
RD-19930,43,4,970.95,3,1,1,311,Recent Customers
RE-19405,1098,1,48.36,1,1,1,111,Lost / Inactive
RE-19450,303,5,876.7,1,2,1,121,Lost / Inactive
RF-19345,391,8,3309.14,1,4,3,143,At Risk
RF-19735,90,7,2341.3,2,3,3,233,At Risk
RF-19840,7,8,945.22,4,4,1,441,Loyal Customers
RH-19495,33,5,3621.38,3,2,3,323,Loyal Customers
RH-19510,468,6,6979.18,1,3,4,134,At Risk
RH-19555,520,2,740.39,1,1,1,111,Lost / Inactive
RH-19600,535,3,2085.74,1,1,2,112,Lost / Inactive
RK-19300,120,3,1460.19,2,1,2,212,Lost / Inactive
RL-19615,122,8,6234.91,2,4,4,244,At Risk
RM-19375,346,6,1453.47,1,3,2,132,At Risk
RM-19675,7,5,5979.09,4,2,4,424,Loyal Customers
RM-19750,300,1,98.35,1,1,1,111,Lost / Inactive
RO-19780,36,7,3815.47,3,3,4,334,Champions
RP-19270,497,4,954.64,1,1,1,111,Lost / Inactive
RP-19390,34,12,5153.06,3,4,4,344,Champions
RP-19855,29,8,2170.71,4,4,2,442,Loyal Customers
RR-19315,20,2,615.93,4,1,1,411,Recent Customers
RR-19525,171,6,3302.26,2,3,3,233,At Risk
RS-19420,77,5,3221.29,2,2,3,223,Lost / Inactive
RS-19765,37,8,4159.77,3,4,4,344,Champions
RS-19870,20,2,22.33,4,1,1,411,Recent Customers
RW-19540,121,7,7397.4,2,3,4,234,At Risk
RW-19630,90,9,3279.75,2,4,3,243,At Risk
RW-19690,80,5,3495.64,2,2,3,223,Lost / Inactive
SA-20830,64,10,4767.34,3,4,4,344,Champions
SB-20170,202,3,1348.02,1,1,2,112,Lost / Inactive
SB-20185,189,6,6411.0,1,3,4,134,At Risk
SB-20290,48,7,8057.89,3,3,4,334,Champions
SC-20020,782,5,3362.96,1,2,3,123,Cant Lose Them
SC-20050,41,9,4624.57,3,4,4,344,Champions
SC-20095,350,9,14142.34,1,4,4,144,At Risk
SC-20230,150,4,4371.96,2,1,4,214,Lost / Inactive
SC-20260,188,8,3729.8,1,4,3,143,At Risk
SC-20305,30,7,3979.06,4,3,4,434,Champions
SC-20380,31,9,5992.53,4,4,4,444,Champions
SC-20440,37,7,1875.0,3,3,2,332,Loyal Customers
SC-20575,93,5,902.73,2,2,1,221,Lost / Inactive
SC-20680,127,6,1254.64,2,3,2,232,At Risk
SC-20695,90,10,2576.4,2,4,3,243,At Risk
SC-20725,188,11,5226.2,1,4,4,144,At Risk
SC-20770,42,7,4492.68,3,3,4,334,Champions
SC-20800,31,4,279.25,4,1,1,411,Recent Customers
SC-20845,132,2,280.63,2,1,1,211,Lost / Inactive
SD-20485,201,9,6121.1,1,4,4,144,At Risk
SE-20110,10,11,12209.44,4,4,4,444,Champions
SF-20065,60,7,763.54,3,3,1,331,Loyal Customers
SF-20200,60,9,3422.78,3,4,3,343,Champions
SF-20965,49,9,3336.53,3,4,3,343,Champions
SG-20080,9,3,3406.58,4,1,3,413,Recent Customers
SG-20470,184,8,1884.8,2,4,2,242,At Risk
SG-20605,109,6,3124.84,2,3,3,233,At Risk
SG-20890,227,3,47.95,1,1,1,111,Lost / Inactive
SH-19975,30,13,3406.86,4,4,3,443,Champions
SH-20395,24,10,2180.7,4,4,2,442,Loyal Customers
SH-20635,766,2,2096.39,1,1,2,112,Lost / Inactive
SJ-20125,96,12,3949.65,2,4,4,244,At Risk
SJ-20215,30,6,1341.04,4,3,2,432,Loyal Customers
SJ-20500,254,5,1318.77,1,2,2,122,Lost / Inactive
SK-19990,9,3,883.41,4,1,1,411,Recent Customers
SL-20155,71,7,3053.01,3,3,3,333,Champions
SM-20005,422,4,244.49,1,1,1,111,Lost / Inactive
SM-20320,80,5,25043.07,2,2,4,224,Lost / Inactive
SM-20905,607,1,1043.05,1,1,1,111,Lost / Inactive
SM-20950,26,12,5563.4,4,4,4,444,Champions
SN-20560,112,6,1860.42,2,3,2,232,At Risk
SN-20710,80,7,3127.97,2,3,3,233,At Risk
SO-20335,30,6,2602.58,4,3,3,433,Champions
SP-20545,328,6,1306.09,1,3,2,132,At Risk
SP-20620,48,9,5440.32,3,4,4,344,Champions
SP-20650,387,9,1872.43,1,4,2,142,At Risk
SP-20860,80,10,4282.92,2,4,4,244,At Risk
SP-20920,71,6,3990.67,3,3,4,334,Champions
SR-20425,9,5,3233.47,4,2,3,423,Loyal Customers
SR-20740,197,8,4345.88,1,4,4,144,At Risk
SS-20140,16,8,1324.03,4,4,2,442,Loyal Customers
SS-20410,111,6,3056.81,2,3,3,233,At Risk
SS-20515,492,3,613.4,1,1,1,111,Lost / Inactive
SS-20590,433,6,418.49,1,3,1,131,At Risk
SS-20875,121,5,964.63,2,2,1,221,Lost / Inactive
ST-20530,126,7,433.34,2,3,1,231,At Risk
SU-20665,21,7,2595.38,4,3,3,433,Champions
SV-20365,102,10,11470.94,2,4,4,244,At Risk
SV-20785,321,9,4105.31,1,4,4,144,At Risk
SV-20815,77,4,1271.09,2,1,2,212,Lost / Inactive
SV-20935,3,8,1903.49,4,4,2,442,Loyal Customers
SW-20245,82,7,1085.06,2,3,1,231,At Risk
SW-20275,31,6,1966.65,4,3,2,432,Loyal Customers
SW-20350,163,3,1019.04,2,1,1,211,Lost / Inactive
SW-20455,163,7,2921.54,2,3,3,233,At Risk
SW-20755,535,2,758.69,1,1,1,111,Lost / Inactive
SZ-20035,36,11,3625.34,3,4,3,343,Champions
TA-21385,70,4,14595.62,3,1,4,314,Recent Customers
TB-21055,120,5,1467.89,2,2,2,222,Lost / Inactive
TB-21175,59,4,3589.29,3,1,3,313,Recent Customers
TB-21190,50,4,816.17,3,1,1,311,Recent Customers
TB-21250,350,7,1602.37,1,3,2,132,At Risk
TB-21280,584,6,2198.46,1,3,2,132,At Risk
TB-21355,147,5,834.33,2,2,1,221,Lost / Inactive
TB-21400,203,7,9133.99,1,3,4,134,At Risk
TB-21520,108,9,4737.48,2,4,4,244,At Risk
TB-21595,286,5,1387.57,1,2,2,122,Lost / Inactive
TB-21625,31,9,2797.68,4,4,3,443,Champions
TC-20980,400,5,19052.22,1,2,4,124,Cant Lose Them
TC-21145,107,1,1038.26,2,1,1,211,Lost / Inactive
TC-21295,28,8,4266.81,4,4,4,444,Champions
TC-21475,154,9,1244.98,2,4,2,242,At Risk
TC-21535,5,7,742.55,4,3,1,431,Loyal Customers
TD-20995,38,9,1434.56,3,4,2,342,Loyal Customers
TG-21310,338,5,3058.38,1,2,3,123,Cant Lose Them
TG-21640,115,4,2074.66,2,1,2,212,Lost / Inactive
TH-21100,345,5,2422.83,1,2,3,123,Cant Lose Them
TH-21115,59,4,2942.78,3,1,3,313,Recent Customers
TH-21235,118,8,1022.21,2,4,1,241,At Risk
TH-21550,73,7,4234.1,3,3,4,334,Champions
TM-21010,104,8,2955.23,2,4,3,243,At Risk
TM-21490,131,3,1094.68,2,1,1,211,Lost / Inactive
TN-21040,91,7,3130.22,2,3,3,233,At Risk
TP-21130,9,9,4454.06,4,4,4,444,Champions
TP-21415,105,5,5328.98,2,2,4,224,Lost / Inactive
TP-21565,351,4,1936.62,1,1,2,112,Lost / Inactive
TR-21325,194,5,675.94,1,2,1,121,Lost / Inactive
TS-21085,358,2,4.83,1,1,1,111,Lost / Inactive
TS-21160,505,6,2163.63,1,3,2,132,At Risk
TS-21205,199,7,5371.11,1,3,4,134,At Risk
TS-21340,227,5,974.78,1,2,1,121,Lost / Inactive
TS-21370,37,6,11891.75,3,3,4,334,Champions
TS-21430,173,5,2054.14,2,2,2,222,Lost / Inactive
TS-21505,12,6,2243.28,4,3,2,432,Loyal Customers
TS-21610,56,7,2820.42,3,3,3,333,Champions
TS-21655,239,5,3368.08,1,2,3,123,Cant Lose Them
TT-21070,32,7,4915.59,3,3,4,334,Champions
TT-21220,184,8,1427.05,2,4,2,242,At Risk
TT-21265,407,3,439.5,1,1,1,111,Lost / Inactive
TT-21460,13,7,5364.8,4,3,4,434,Champions
TW-21025,65,7,5278.82,3,3,4,334,Champions
TZ-21580,36,4,1707.28,3,1,2,312,Recent Customers
VB-21745,55,6,2005.59,3,3,2,332,Loyal Customers
VD-21670,582,6,6442.26,1,3,4,134,At Risk
VF-21715,14,5,847.95,4,2,1,421,Loyal Customers
VG-21790,155,6,846.02,2,3,1,231,At Risk
VG-21805,287,5,427.37,1,2,1,121,Lost / Inactive
VM-21685,55,7,2454.87,3,3,3,333,Champions
VM-21835,118,5,380.69,2,2,1,221,Lost / Inactive
VP-21730,31,3,993.9,4,1,1,411,Recent Customers
VP-21760,76,7,3360.54,3,3,3,333,Champions
VS-21820,222,4,1055.99,1,1,1,111,Lost / Inactive
VT-21700,1001,2,1736.6,1,1,2,112,Lost / Inactive
VW-21775,29,10,6134.04,4,4,4,444,Champions
WB-21850,21,11,6160.1,4,4,4,444,Champions
XP-21865,44,11,2374.66,3,4,3,343,Champions
YC-21895,5,5,5454.35,4,2,4,424,Loyal Customers
YS-21880,10,8,6720.44,4,4,4,444,Champions
ZC-21910,55,13,8025.7,3,4,4,344,Champions
ZD-21925,203,5,1493.94,1,2,2,122,Lost / Inactive
